Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
NRG-BN001,2023-04-09,01:13:51,2023-04-09,01:13:51,2023-04-10,01:00:00,Daily,00:13:51,61.0,920.09,
NRG-BN002,2023-04-04,01:13:51,2023-04-04,01:13:51,2023-04-11,01:05:00,Weekly,00:08:51,,,
NRG-BN003,2023-04-09,01:13:51,2023-04-09,01:13:51,2023-04-10,01:10:00,Daily,00:03:51,51.0,85.56,
NRG-BN005,2023-04-09,01:23:51,2023-04-09,01:23:51,2023-04-10,01:15:00,Daily,00:08:51,62.0,107.62,
NRG-BN007,2023-04-09,01:23:51,2023-04-09,01:23:51,2023-04-10,01:20:00,Daily,00:03:51,73.0,870.21,
NRG-BN009,2023-04-09,01:13:51,2023-04-09,01:13:51,2023-04-10,00:55:00,Daily,00:18:51,65.0,9.88,
NRG-BN010,2023-04-09,04:03:51,2023-04-09,04:03:51,2023-04-10,03:59:00,Daily,00:04:51,63.0,18.88,
NRG-BN011,2023-04-08,23:33:51,2023-04-08,23:33:51,2023-04-09,23:24:57,Daily,00:08:54,62.0,88.46,
NRG-BN012,2023-04-09,07:53:51,2023-04-09,07:53:51,2023-04-10,07:45:00,Daily,00:08:51,51.0,5.2,
NRG-BR001,2023-04-04,01:33:51,2023-04-04,01:33:51,2023-04-11,01:25:00,Weekly,00:08:51,,,
NRG-BR002,2023-04-09,02:33:51,2023-04-09,02:33:51,2023-04-10,02:30:00,Daily,00:03:51,55.0,120.36,
NRG-BR003,2023-04-04,01:43:51,2023-04-04,01:43:51,2023-04-11,01:35:00,Weekly,00:08:51,,,
NRG-BR004,2023-04-09,05:13:51,2023-04-09,05:13:51,2023-04-10,05:10:00,Daily,00:03:51,88.0,2651.84,
NRG-BR005,2023-04-09,01:53:51,2023-04-09,01:53:51,2023-04-10,01:45:00,Daily,00:08:51,33.0,25.09,
NRG-BR007,2023-04-09,01:53:51,2023-04-09,01:53:51,2023-04-10,01:50:00,Daily,00:03:51,72.0,334.46,
NRG-CC003,2023-04-09,02:13:51,2023-04-09,02:13:51,2023-04-10,02:05:00,Daily,00:08:51,82.0,528.37,
NRG-CC004,2023-04-09,02:13:51,2023-04-09,02:13:51,2023-04-10,02:10:00,Daily,00:03:51,43.0,229.14,
NRG-CC005,2023-04-09,04:13:51,2023-04-09,04:13:51,2023-04-10,04:05:00,Daily,00:08:51,46.0,104.66,
NRG-CC007CD,2023-04-09,02:23:51,2023-04-09,02:23:51,2023-04-10,02:15:00,Daily,00:08:51,34.0,162.11,
NRG-CC008,2023-04-09,02:23:51,2023-04-09,02:23:51,2023-04-10,02:20:00,Daily,00:03:51,63.0,211.79,
NRG-CC009,2023-04-09,02:33:51,2023-04-09,02:33:51,2023-04-10,02:25:00,Daily,00:08:51,65.0,45.44,
NRG-CC010,2023-04-08,18:33:51,2023-04-07,18:33:51,2023-04-09,18:35:00,Daily,00:01:09,,,
