Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2023-10-13,00:30:00,2023-10-13,00:30:00,2023-10-14,00:30:00,Daily,00:00:00,68,15.93,0,
NRG-BN001,2023-10-13,01:10:00,2023-10-13,01:10:00,2023-10-14,01:00:00,Daily,00:10:00,61,1006.86,0,
NRG-BN002,2023-10-10,01:20:00,2023-10-10,01:20:00,2023-10-17,01:05:00,Weekly,00:15:00,0,,0,
NRG-BN003,2023-10-13,01:10:00,2023-10-13,01:10:00,2023-10-14,01:10:00,Daily,00:00:00,51,96.64,0,
NRG-BN005,2023-10-13,01:20:00,2023-10-13,01:20:00,2023-10-14,01:15:00,Daily,00:05:00,62,133.41,0,
NRG-BN007,2023-10-13,01:20:00,2023-10-13,01:20:00,2023-10-14,01:20:00,Daily,00:00:00,73,894.37,0,
NRG-BN009,2023-10-13,01:10:00,2023-10-13,01:10:00,2023-10-14,00:55:00,Daily,00:15:00,65,13.06,0,
NRG-BN010,2023-10-13,04:00:00,2023-10-13,04:00:00,2023-10-14,03:59:00,Daily,00:01:00,63,35.08,0,
NRG-BN011,2023-10-12,23:30:00,2023-10-12,23:30:00,2023-10-13,23:24:57,Daily,00:05:03,62,195.1,0,
NRG-BN012,2023-10-13,07:50:00,2023-10-13,07:50:00,2023-10-14,07:45:00,Daily,00:05:00,51,21.99,0,
NRG-BR001,2023-10-10,01:30:00,2023-10-10,01:30:00,2023-10-17,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2023-10-13,02:30:00,2023-10-13,02:30:00,2023-10-14,02:30:00,Daily,00:00:00,55,122.99,0,
NRG-BR003,2023-10-10,01:40:00,2023-10-10,01:40:00,2023-10-17,01:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2023-10-13,05:10:00,2023-10-13,05:10:00,2023-10-14,05:10:00,Daily,00:00:00,88,2674.21,0,
NRG-BR005,2023-10-13,01:50:00,2023-10-13,01:50:00,2023-10-14,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2023-10-13,01:50:00,2023-10-13,01:50:00,2023-10-14,01:50:00,Daily,00:00:00,72,442.69,0,
